Serial,Unnamed: 1,Unnamed: 2,Name,Ripeness,Side Case,Symptom1,Symptom2,Symptom3,Recommendation 1,Recommendation 2,Photos,image_name,label,tomato_id,image_path,source_folder,split
374,,,T0094_S1,ripe,defected,black area near center,,,Anthracnose,,,T0094_S1,defected,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0094_S1.JPG,Unsegmented,train
375,,,T0094_S2,ripe,clear,,,,Anthracnose,,,T0094_S2,clear,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0094_S2.png,Manualy Segmented,train
375,,,T0094_S2,ripe,clear,,,,Anthracnose,,,T0094_S2,clear,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0094_S2.JPG,Unsegmented,train
376,,,T0094_T,ripe,defected,black area near center,,,Anthracnose,,,T0094_T,defected,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0094_T.png,Manualy Segmented,train
376,,,T0094_T,ripe,defected,black area near center,,,Anthracnose,,,T0094_T,defected,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0094_T.JPG,Unsegmented,train
381,,96.0,T0096_E,ripe,clear,,,,stem end rot,,,T0096_E,clear,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0096_E.png,Manualy Segmented,train
381,,96.0,T0096_E,ripe,clear,,,,stem end rot,,,T0096_E,clear,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0096_E.JPG,Unsegmented,train
382,,,T0096_S1,ripe,defected,black area at the end,,,stem end rot,,,T0096_S1,defected,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0096_S1.png,Manualy Segmented,train
382,,,T0096_S1,ripe,defected,black area at the end,,,stem end rot,,,T0096_S1,defected,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0096_S1.JPG,Unsegmented,train
383,,,T0096_S2,ripe,defected,black area at the end,,,stem end rot,,,T0096_S2,defected,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0096_S2.png,Manualy Segmented,train
383,,,T0096_S2,ripe,defected,black area at the end,,,stem end rot,,,T0096_S2,defected,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0096_S2.JPG,Unsegmented,train
384,,,T0096_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0096_T,defected,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0096_T.png,Manualy Segmented,train
384,,,T0096_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0096_T,defected,T0096,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0096_T.JPG,Unsegmented,train
393,,99.0,T0099_E,ripe,clear,,,,sun scald,,,T0099_E,clear,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0099_E.png,Manualy Segmented,train
393,,99.0,T0099_E,ripe,clear,,,,sun scald,,,T0099_E,clear,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0099_E.JPG,Unsegmented,train
394,,,T0099_S1,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0099_S1,defected,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0099_S1.png,Manualy Segmented,train
394,,,T0099_S1,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0099_S1,defected,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0099_S1.JPG,Unsegmented,train
395,,,T0099_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0099_S2,defected,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0099_S2.png,Manualy Segmented,train
395,,,T0099_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0099_S2,defected,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0099_S2.JPG,Unsegmented,train
396,,,T0099_T,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0099_T,defected,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0099_T.png,Manualy Segmented,train
396,,,T0099_T,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0099_T,defected,T0099,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0099_T.JPG,Unsegmented,train
397,,100.0,T0100_E,ripe,defected,white area at the center,,,sun scald,,,T0100_E,defected,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0100_E.png,Manualy Segmented,train
397,,100.0,T0100_E,ripe,defected,white area at the center,,,sun scald,,,T0100_E,defected,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0100_E.JPG,Unsegmented,train
398,,,T0100_S1,ripe,clear,,,,sun scald,,,T0100_S1,clear,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0100_S1.png,Manualy Segmented,train
398,,,T0100_S1,ripe,clear,,,,sun scald,,,T0100_S1,clear,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0100_S1.JPG,Unsegmented,train
399,,,T0100_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0100_S2,defected,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0100_S2.png,Manualy Segmented,train
399,,,T0100_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0100_S2,defected,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0100_S2.JPG,Unsegmented,train
400,,,T0100_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0100_T,defected,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0100_T.png,Manualy Segmented,train
400,,,T0100_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0100_T,defected,T0100,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0100_T.JPG,Unsegmented,train
401,,101.0,T0101_E,ripe,clear,,,,sun scald,,,T0101_E,clear,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0101_E.png,Manualy Segmented,train
401,,101.0,T0101_E,ripe,clear,,,,sun scald,,,T0101_E,clear,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0101_E.JPG,Unsegmented,train
402,,,T0101_S1,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0101_S1,defected,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0101_S1.png,Manualy Segmented,train
402,,,T0101_S1,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0101_S1,defected,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0101_S1.JPG,Unsegmented,train
403,,,T0101_S2,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0101_S2,defected,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0101_S2.png,Manualy Segmented,train
403,,,T0101_S2,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0101_S2,defected,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0101_S2.JPG,Unsegmented,train
404,,,T0101_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0101_T,defected,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0101_T.png,Manualy Segmented,train
404,,,T0101_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0101_T,defected,T0101,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0101_T.JPG,Unsegmented,train
405,,102.0,T0102_E,ripe,defected,ununiform shape,,,sun scald,,,T0102_E,defected,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0102_E.png,Manualy Segmented,train
405,,102.0,T0102_E,ripe,defected,ununiform shape,,,sun scald,,,T0102_E,defected,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0102_E.JPG,Unsegmented,train
406,,,T0102_S1,ripe,defected,white area at the center,,,sun scald,,,T0102_S1,defected,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0102_S1.png,Manualy Segmented,train
406,,,T0102_S1,ripe,defected,white area at the center,,,sun scald,,,T0102_S1,defected,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0102_S1.JPG,Unsegmented,train
407,,,T0102_S2,ripe,clear,,,,sun scald,,,T0102_S2,clear,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0102_S2.png,Manualy Segmented,train
407,,,T0102_S2,ripe,clear,,,,sun scald,,,T0102_S2,clear,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0102_S2.JPG,Unsegmented,train
408,,,T0102_T,ripe,defected,white are at near the center,,,sun scald,,,T0102_T,defected,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0102_T.png,Manualy Segmented,train
408,,,T0102_T,ripe,defected,white are at near the center,,,sun scald,,,T0102_T,defected,T0102,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0102_T.JPG,Unsegmented,train
409,,103.0,T0103_E,ripe,clear,,,,sun scald,,,T0103_E,clear,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0103_E.png,Manualy Segmented,train
409,,103.0,T0103_E,ripe,clear,,,,sun scald,,,T0103_E,clear,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0103_E.JPG,Unsegmented,train
410,,,T0103_S1,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0103_S1,defected,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0103_S1.png,Manualy Segmented,train
410,,,T0103_S1,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0103_S1,defected,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0103_S1.JPG,Unsegmented,train
411,,,T0103_S2,ripe,clear,,,,sun scald,,,T0103_S2,clear,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0103_S2.png,Manualy Segmented,train
411,,,T0103_S2,ripe,clear,,,,sun scald,,,T0103_S2,clear,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0103_S2.JPG,Unsegmented,train
412,,,T0103_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0103_T,defected,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0103_T.png,Manualy Segmented,train
412,,,T0103_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0103_T,defected,T0103,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0103_T.JPG,Unsegmented,train
413,,104.0,T0104_E,ripe,defected,Ununiform color,,,sun scald,,,T0104_E,defected,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0104_E.png,Manualy Segmented,train
413,,104.0,T0104_E,ripe,defected,Ununiform color,,,sun scald,,,T0104_E,defected,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0104_E.JPG,Unsegmented,train
414,,,T0104_S1,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0104_S1,defected,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0104_S1.png,Manualy Segmented,train
414,,,T0104_S1,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0104_S1,defected,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0104_S1.JPG,Unsegmented,train
415,,,T0104_S2,ripe,clear,,,,sun scald,,,T0104_S2,clear,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0104_S2.png,Manualy Segmented,train
415,,,T0104_S2,ripe,clear,,,,sun scald,,,T0104_S2,clear,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0104_S2.JPG,Unsegmented,train
416,,,T0104_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0104_T,defected,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0104_T.png,Manualy Segmented,train
416,,,T0104_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0104_T,defected,T0104,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0104_T.JPG,Unsegmented,train
417,,105.0,T0105_E,ripe,defected,white area at near the center,,,sun scald,,,T0105_E,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0105_E.png,Manualy Segmented,train
417,,105.0,T0105_E,ripe,defected,white area at near the center,,,sun scald,,,T0105_E,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0105_E.JPG,Unsegmented,train
418,,,T0105_S1,ripe,defected,yellow blotchs near the end,spots,,sun scald,,,T0105_S1,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0105_S1.png,Manualy Segmented,train
418,,,T0105_S1,ripe,defected,yellow blotchs near the end,spots,,sun scald,,,T0105_S1,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0105_S1.JPG,Unsegmented,train
419,,,T0105_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0105_S2,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0105_S2.png,Manualy Segmented,train
419,,,T0105_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0105_S2,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0105_S2.JPG,Unsegmented,train
420,,,T0105_T,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0105_T,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0105_T.png,Manualy Segmented,train
420,,,T0105_T,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0105_T,defected,T0105,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0105_T.JPG,Unsegmented,train
421,,106.0,T0106_E,ripe,defected,black spots,,,sun scald,,,T0106_E,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0106_E.png,Manualy Segmented,train
421,,106.0,T0106_E,ripe,defected,black spots,,,sun scald,,,T0106_E,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0106_E.JPG,Unsegmented,train
422,,,T0106_S1,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0106_S1,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0106_S1.png,Manualy Segmented,train
422,,,T0106_S1,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0106_S1,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0106_S1.JPG,Unsegmented,train
423,,,T0106_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0106_S2,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0106_S2.png,Manualy Segmented,train
423,,,T0106_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0106_S2,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0106_S2.JPG,Unsegmented,train
424,,,T0106_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0106_T,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0106_T.png,Manualy Segmented,train
424,,,T0106_T,ripe,defected,yellow blotchs near the center,,,sun scald,,,T0106_T,defected,T0106,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0106_T.JPG,Unsegmented,train
425,,107.0,T0107_E,ripe,defected,black spots,,,sun scald,,,T0107_E,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0107_E.png,Manualy Segmented,train
425,,107.0,T0107_E,ripe,defected,black spots,,,sun scald,,,T0107_E,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0107_E.JPG,Unsegmented,train
426,,,T0107_S1,ripe,defected,yellow blotchs near the end,black spots,,sun scald,,,T0107_S1,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0107_S1.png,Manualy Segmented,train
426,,,T0107_S1,ripe,defected,yellow blotchs near the end,black spots,,sun scald,,,T0107_S1,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0107_S1.JPG,Unsegmented,train
427,,,T0107_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0107_S2,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0107_S2.png,Manualy Segmented,train
427,,,T0107_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0107_S2,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0107_S2.JPG,Unsegmented,train
428,,,T0107_T,ripe,defected,yellow blotchs near the end,black spots,yellow shoulders,sun scald,,,T0107_T,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0107_T.png,Manualy Segmented,train
428,,,T0107_T,ripe,defected,yellow blotchs near the end,black spots,yellow shoulders,sun scald,,,T0107_T,defected,T0107,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0107_T.JPG,Unsegmented,train
429,,108.0,T0108_E,ripe,clear,,,,sun scald,,,T0108_E,clear,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0108_E.png,Manualy Segmented,train
429,,108.0,T0108_E,ripe,clear,,,,sun scald,,,T0108_E,clear,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0108_E.JPG,Unsegmented,train
430,,,T0108_S1,ripe,defected,black spots,,,sun scald,,,T0108_S1,defected,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0108_S1.png,Manualy Segmented,train
430,,,T0108_S1,ripe,defected,black spots,,,sun scald,,,T0108_S1,defected,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0108_S1.JPG,Unsegmented,train
431,,,T0108_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0108_S2,defected,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0108_S2.png,Manualy Segmented,train
431,,,T0108_S2,ripe,defected,yellow blotchs near the end,,,sun scald,,,T0108_S2,defected,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0108_S2.JPG,Unsegmented,train
432,,,T0108_T,ripe,defected,yellow blotchs near the center,black spots,yellow shoulders,sun scald,,,T0108_T,defected,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0108_T.png,Manualy Segmented,train
432,,,T0108_T,ripe,defected,yellow blotchs near the center,black spots,yellow shoulders,sun scald,,,T0108_T,defected,T0108,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0108_T.JPG,Unsegmented,train
433,,109.0,T0109_E,ripe,defected,Ununiform color,,,sun scald,,,T0109_E,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0109_E.png,Manualy Segmented,train
433,,109.0,T0109_E,ripe,defected,Ununiform color,,,sun scald,,,T0109_E,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0109_E.JPG,Unsegmented,train
434,,,T0109_S1,ripe,defected,Ununiform color,,,sun scald,,,T0109_S1,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0109_S1.png,Manualy Segmented,train
434,,,T0109_S1,ripe,defected,Ununiform color,,,sun scald,,,T0109_S1,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0109_S1.JPG,Unsegmented,train
435,,,T0109_S2,ripe,defected,Ununiform color,black spots,,sun scald,,,T0109_S2,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0109_S2.png,Manualy Segmented,train
435,,,T0109_S2,ripe,defected,Ununiform color,black spots,,sun scald,,,T0109_S2,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0109_S2.JPG,Unsegmented,train
436,,,T0109_T,ripe,defected,Ununiform color,,,sun scald,,,T0109_T,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0109_T.png,Manualy Segmented,train
436,,,T0109_T,ripe,defected,Ununiform color,,,sun scald,,,T0109_T,defected,T0109,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0109_T.JPG,Unsegmented,train
441,,111.0,T0111_E,ripe,defected,white area at the center,,,sun scald,,,T0111_E,defected,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0111_E.png,Manualy Segmented,train
441,,111.0,T0111_E,ripe,defected,white area at the center,,,sun scald,,,T0111_E,defected,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0111_E.JPG,Unsegmented,train
442,,,T0111_S1,ripe,defected,white area at the end,,,sun scald,,,T0111_S1,defected,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0111_S1.png,Manualy Segmented,train
442,,,T0111_S1,ripe,defected,white area at the end,,,sun scald,,,T0111_S1,defected,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0111_S1.JPG,Unsegmented,train
443,,,T0111_S2,ripe,clear,,,,sun scald,,,T0111_S2,clear,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0111_S2.png,Manualy Segmented,train
443,,,T0111_S2,ripe,clear,,,,sun scald,,,T0111_S2,clear,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0111_S2.JPG,Unsegmented,train
444,,,T0111_T,ripe,clear,,,,sun scald,,,T0111_T,clear,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0111_T.png,Manualy Segmented,train
444,,,T0111_T,ripe,clear,,,,sun scald,,,T0111_T,clear,T0111,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0111_T.JPG,Unsegmented,train
445,,112.0,T0112_E,ripe,defected,white area at the center,,,sun scald,,,T0112_E,defected,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0112_E.png,Manualy Segmented,train
445,,112.0,T0112_E,ripe,defected,white area at the center,,,sun scald,,,T0112_E,defected,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0112_E.JPG,Unsegmented,train
446,,,T0112_S1,ripe,clear,,,,sun scald,,,T0112_S1,clear,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0112_S1.png,Manualy Segmented,train
446,,,T0112_S1,ripe,clear,,,,sun scald,,,T0112_S1,clear,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0112_S1.JPG,Unsegmented,train
447,,,T0112_S2,ripe,defected,spots,,,sun scald,,,T0112_S2,defected,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0112_S2.png,Manualy Segmented,train
447,,,T0112_S2,ripe,defected,spots,,,sun scald,,,T0112_S2,defected,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0112_S2.JPG,Unsegmented,train
448,,,T0112_T,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0112_T,defected,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0112_T.png,Manualy Segmented,train
448,,,T0112_T,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0112_T,defected,T0112,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0112_T.JPG,Unsegmented,train
449,,113.0,T0113_E,ripe,clear,,,,worms,not sure,,T0113_E,clear,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0113_E.png,Manualy Segmented,train
449,,113.0,T0113_E,ripe,clear,,,,worms,not sure,,T0113_E,clear,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0113_E.JPG,Unsegmented,train
450,,,T0113_S1,ripe,defected,white round medim spots,,,worm,,,T0113_S1,defected,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0113_S1.png,Manualy Segmented,train
450,,,T0113_S1,ripe,defected,white round medim spots,,,worm,,,T0113_S1,defected,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0113_S1.JPG,Unsegmented,train
451,,,T0113_S2,ripe,defected,black spots,,,worm,,,T0113_S2,defected,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0113_S2.png,Manualy Segmented,train
451,,,T0113_S2,ripe,defected,black spots,,,worm,,,T0113_S2,defected,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0113_S2.JPG,Unsegmented,train
